SOAP.k25.C1045664	SOAP.k25.C1045664^POLX_TOBAC
SPADES.k35.NODE_1561_length_5593_cov_83.246312_g757_i1	SPADES.k35.NODE_1561_length_5593_cov_83.246312_g757_i1^C3H32_ARATH^zf-CCCH
SPADES.k35.NODE_156755_length_243_cov_1.043269_g98455_i0	SPADES.k35.NODE_156755_length_243_cov_1.043269_g98455_i0^METE1_ARATH
SPADES.k35.NODE_156768_length_243_cov_1.000000_g98468_i0	SPADES.k35.NODE_156768_length_243_cov_1.000000_g98468_i0^CNRB_DICDI
SPADES.k35.NODE_157039_length_242_cov_1.019324_g98739_i0	SPADES.k35.NODE_157039_length_242_cov_1.019324_g98739_i0^STU_ARATH
SPADES.k35.NODE_157077_length_241_cov_15.456311_g98777_i0	SPADES.k35.NODE_157077_length_241_cov_15.456311_g98777_i0^ZFP34_ARATH
SPADES.k35.NODE_15716_length_3010_cov_59.206050_g6484_i0	SPADES.k35.NODE_15716_length_3010_cov_59.206050_g6484_i0^EFM_ARATH^HHO2_ARATH
SPADES.k35.NODE_1572_length_5588_cov_47.021430_g306_i1	SPADES.k35.NODE_1572_length_5588_cov_47.021430_g306_i1^POLR1_ARATH^TPPII_ARATH^Retrotran_gag_2
SPADES.k35.NODE_158426_length_236_cov_3.417910_g100126_i0	SPADES.k35.NODE_158426_length_236_cov_3.417910_g100126_i0^BAMS_GLYGL
SPADES.k35.NODE_15849_length_2999_cov_96.946356_g2467_i6	SPADES.k35.NODE_15849_length_2999_cov_96.946356_g2467_i6^BH145_ARATH
SPADES.k35.NODE_158736_length_234_cov_36.090452_g100436_i0	SPADES.k35.NODE_158736_length_234_cov_36.090452_g100436_i0^ARF1_ARATH
SPADES.k35.NODE_158953_length_233_cov_17.646465_g100653_i0	SPADES.k35.NODE_158953_length_233_cov_17.646465_g100653_i0^RS281_ARATH
SPADES.k35.NODE_15967_length_2992_cov_54.506595_g4702_i1	SPADES.k35.NODE_15967_length_2992_cov_54.506595_g4702_i1^STAD_SOYBN^FA_desaturase_2
SPADES.k35.NODE_1600_length_5567_cov_68.673355_g800_i0	SPADES.k35.NODE_1600_length_5567_cov_68.673355_g800_i0^TF212_SCHPO^POL3_DROME^Asp_protease_2
SPADES.k35.NODE_16046_length_2987_cov_70.922087_g6600_i0	SPADES.k35.NODE_16046_length_2987_cov_70.922087_g6600_i0^BRCT
SPADES.k35.NODE_16089_length_2984_cov_64.756528_g6616_i0	SPADES.k35.NODE_16089_length_2984_cov_64.756528_g6616_i0^RK4_ARATH^Ribosomal_L4
SPADES.k35.NODE_16131_length_2981_cov_195.676171_g6631_i0	SPADES.k35.NODE_16131_length_2981_cov_195.676171_g6631_i0^RVT_1
SPADES.k35.NODE_1615_length_5554_cov_88.620402_g657_i1	SPADES.k35.NODE_1615_length_5554_cov_88.620402_g657_i1^YI31B_YEAST^Retrotrans_gag
SPADES.k35.NODE_163488_length_202_cov_90.772455_g105188_i0	SPADES.k35.NODE_163488_length_202_cov_90.772455_g105188_i0^PCBER_POPTR
SPADES.k35.NODE_16406_length_2962_cov_91.774855_g2143_i1	SPADES.k35.NODE_16406_length_2962_cov_91.774855_g2143_i1^STL2_ARATH^STL1_ARATH^STELLO
SPADES.k35.NODE_16451_length_2959_cov_88.035568_g3636_i2	SPADES.k35.NODE_16451_length_2959_cov_88.035568_g3636_i2^PAF1_ARATH^Paf1
SPADES.k35.NODE_16462_length_2959_cov_38.940834_g5727_i3	SPADES.k35.NODE_16462_length_2959_cov_38.940834_g5727_i3^WTR31_ARATH^YCV6_SCHPO^EamA^Lactamase_B
SPADES.k35.NODE_1663_length_5523_cov_69.468659_g769_i1	SPADES.k35.NODE_1663_length_5523_cov_69.468659_g769_i1^GAT1_ARATH^Aa_trans
SPADES.k35.NODE_16683_length_2941_cov_84.529594_g6814_i0	SPADES.k35.NODE_16683_length_2941_cov_84.529594_g6814_i0^MSK3_MEDSA^MSK2_MEDSA^Pkinase
SPADES.k35.NODE_16690_length_2940_cov_91.757315_g6818_i0	SPADES.k35.NODE_16690_length_2940_cov_91.757315_g6818_i0^NCED1_PHAVU^RPE65
SPADES.k35.NODE_16702_length_2939_cov_107.010331_g300_i12	SPADES.k35.NODE_16702_length_2939_cov_107.010331_g300_i12^MAIL1_ARATH^PMD
SPADES.k35.NODE_16711_length_2938_cov_117.729935_g6826_i0	SPADES.k35.NODE_16711_length_2938_cov_117.729935_g6826_i0^CUL1_ARATH^Cullin
SPADES.k35.NODE_16721_length_2938_cov_78.248019_g2576_i1	SPADES.k35.NODE_16721_length_2938_cov_78.248019_g2576_i1^CTL2A_XENLA^NIF
SPADES.k35.NODE_1673_length_5518_cov_91.035382_g416_i1	SPADES.k35.NODE_1673_length_5518_cov_91.035382_g416_i1^UPL4_ARATH^HECT
SPADES.k35.NODE_16766_length_2935_cov_52.984828_g2687_i1	SPADES.k35.NODE_16766_length_2935_cov_52.984828_g2687_i1^ZDH24_ARATH
SPADES.k35.NODE_16806_length_2932_cov_98.913704_g1186_i5	SPADES.k35.NODE_16806_length_2932_cov_98.913704_g1186_i5^SEC3A_ARATH^Sec3-PIP2_bind
SPADES.k35.NODE_16809_length_2932_cov_91.175354_g1911_i3	SPADES.k35.NODE_16809_length_2932_cov_91.175354_g1911_i3^TGS1_HUMAN
SPADES.k35.NODE_16813_length_2932_cov_86.577149_g6860_i0	SPADES.k35.NODE_16813_length_2932_cov_86.577149_g6860_i0^U2AFB_ARATH^PLRX1_ARATH^LRRNT_2^zf-CCCH
SPADES.k35.NODE_16860_length_2929_cov_84.804423_g4005_i3	SPADES.k35.NODE_16860_length_2929_cov_84.804423_g4005_i3^PES2_ARATH^Abhydrolase_6
SPADES.k35.NODE_16898_length_2926_cov_132.414044_g3968_i3	SPADES.k35.NODE_16898_length_2926_cov_132.414044_g3968_i3^POLR2_ARATH^POLR1_ARATH^RVT_2
SPADES.k35.NODE_16924_length_2924_cov_90.991000_g6507_i1	SPADES.k35.NODE_16924_length_2924_cov_90.991000_g6507_i1^IAA9_ARATH^IAA8_ARATH^AUX_IAA
SPADES.k35.NODE_16944_length_2923_cov_104.606648_g6909_i0	SPADES.k35.NODE_16944_length_2923_cov_104.606648_g6909_i0^RPV1_VITRO^TIR
SPADES.k35.NODE_16997_length_2919_cov_95.559639_g3734_i2	SPADES.k35.NODE_16997_length_2919_cov_95.559639_g3734_i2^MUCIN_MUCPR^Inhibitor_I29
SPADES.k35.NODE_17164_length_2908_cov_66.421163_g6987_i0	SPADES.k35.NODE_17164_length_2908_cov_66.421163_g6987_i0^MCM4_ARATH^MCM_N
SPADES.k35.NODE_17194_length_2906_cov_71.158830_g7002_i0	SPADES.k35.NODE_17194_length_2906_cov_71.158830_g7002_i0^PSA1A_ARATH
SPADES.k35.NODE_17212_length_2905_cov_8.349826_g7011_i0	SPADES.k35.NODE_17212_length_2905_cov_8.349826_g7011_i0^POLX_TOBAC^RVT_2
SPADES.k35.NODE_17227_length_2903_cov_88.293933_g5223_i1	SPADES.k35.NODE_17227_length_2903_cov_88.293933_g5223_i1^OXR1_XENLA^TLD
SPADES.k35.NODE_17287_length_2899_cov_69.100209_g7046_i0	SPADES.k35.NODE_17287_length_2899_cov_69.100209_g7046_i0^GET3B_ARATH^ArsA_ATPase
SPADES.k35.NODE_17340_length_2896_cov_34.938134_g7069_i0	SPADES.k35.NODE_17340_length_2896_cov_34.938134_g7069_i0^LOX21_SOLTU^PLAT
SPADES.k35.NODE_17489_length_2887_cov_12.732118_g7120_i0	SPADES.k35.NODE_17489_length_2887_cov_12.732118_g7120_i0^PO22_POPJA^Exo_endo_phos
SPADES.k35.NODE_17502_length_2885_cov_96.948772_g2962_i2	SPADES.k35.NODE_17502_length_2885_cov_96.948772_g2962_i2^TF3B_HUMAN^TFIIB
SPADES.k35.NODE_17552_length_2883_cov_28.568820_g187_i8	SPADES.k35.NODE_17552_length_2883_cov_28.568820_g187_i8^POL4_DROME
SPADES.k35.NODE_17610_length_2878_cov_81.102357_g2244_i1	SPADES.k35.NODE_17610_length_2878_cov_81.102357_g2244_i1^AUG8_ARATH^QWRF
SPADES.k35.NODE_17632_length_2877_cov_51.105911_g4912_i1	SPADES.k35.NODE_17632_length_2877_cov_51.105911_g4912_i1^Malectin_like
SPADES.k35.NODE_17711_length_2871_cov_89.451693_g7205_i0	SPADES.k35.NODE_17711_length_2871_cov_89.451693_g7205_i0^E70B1_ARATH^Exo70_N
SPADES.k35.NODE_17731_length_2870_cov_66.727337_g6766_i1	SPADES.k35.NODE_17731_length_2870_cov_66.727337_g6766_i1^ZDHC6_ARATH^DHHC
SPADES.k35.NODE_17756_length_2869_cov_26.840861_g6608_i1	SPADES.k35.NODE_17756_length_2869_cov_26.840861_g6608_i1^SPAST_DANRE^AAA
SPADES.k35.NODE_17785_length_2866_cov_87.652420_g5460_i2	SPADES.k35.NODE_17785_length_2866_cov_87.652420_g5460_i2^PME51_ARATH^PMEI
SPADES.k35.NODE_17802_length_2865_cov_49.736396_g358_i2	SPADES.k35.NODE_17802_length_2865_cov_49.736396_g358_i2^YG31B_YEAST^Integrase_H2C2
SPADES.k35.NODE_17858_length_2861_cov_100.679759_g107_i12	SPADES.k35.NODE_17858_length_2861_cov_100.679759_g107_i12^SUI1_MAIZE
SPADES.k35.NODE_17921_length_2858_cov_34.556854_g7267_i0	SPADES.k35.NODE_17921_length_2858_cov_34.556854_g7267_i0^AB2B_ARATH^ABC_tran
SPADES.k35.NODE_17928_length_2857_cov_88.597449_g7109_i1	SPADES.k35.NODE_17928_length_2857_cov_88.597449_g7109_i1^PDC2_ARATH^TPP_enzyme_N
SPADES.k35.NODE_17947_length_2856_cov_77.405175_g4493_i1	SPADES.k35.NODE_17947_length_2856_cov_77.405175_g4493_i1^MPK10_ORYSJ^Pkinase
SPADES.k35.NODE_17948_length_2856_cov_75.375753_g2083_i4	SPADES.k35.NODE_17948_length_2856_cov_75.375753_g2083_i4^M860_ARATH^RVT_1
SPADES.k35.NODE_1799_length_5435_cov_88.168519_g780_i1	SPADES.k35.NODE_1799_length_5435_cov_88.168519_g780_i1^SRL2_ORYSJ
SPADES.k35.NODE_18006_length_2853_cov_39.501774_g1834_i2	SPADES.k35.NODE_18006_length_2853_cov_39.501774_g1834_i2^TRO_ARATH^SPRY
SPADES.k35.NODE_18067_length_2848_cov_104.954852_g74_i57	SPADES.k35.NODE_18067_length_2848_cov_104.954852_g74_i57^U2A2B_ARATH
SPADES.k35.NODE_1815_length_5426_cov_16.335930_g903_i0	SPADES.k35.NODE_1815_length_5426_cov_16.335930_g903_i0^ESP3_ARATH
SPADES.k35.NODE_18206_length_2839_cov_82.987518_g891_i2	SPADES.k35.NODE_18206_length_2839_cov_82.987518_g891_i2^SUVH9_ARATH^SAD_SRA
SPADES.k35.NODE_18231_length_2837_cov_99.959672_g7381_i0	SPADES.k35.NODE_18231_length_2837_cov_99.959672_g7381_i0^TMN1_ARATH^EMP70
SPADES.k35.NODE_18352_length_2831_cov_58.076896_g1518_i6	SPADES.k35.NODE_18352_length_2831_cov_58.076896_g1518_i6^RPT2_ARATH
SPADES.k35.NODE_18387_length_2828_cov_86.728249_g7437_i0	SPADES.k35.NODE_18387_length_2828_cov_86.728249_g7437_i0^WDL7_ARATH^TPX2
SPADES.k35.NODE_18409_length_2827_cov_79.536175_g7448_i0	SPADES.k35.NODE_18409_length_2827_cov_79.536175_g7448_i0^PCL1_ARATH^Myb_DNA-binding
SPADES.k35.NODE_1855_length_5403_cov_68.964046_g102_i7	SPADES.k35.NODE_1855_length_5403_cov_68.964046_g102_i7^TOL3_ARATH
SPADES.k35.NODE_18658_length_2811_cov_39.329251_g7556_i0	SPADES.k35.NODE_18658_length_2811_cov_39.329251_g7556_i0^PEP_ARATH^KH_1
SPADES.k35.NODE_1874_length_5389_cov_70.930519_g931_i0	SPADES.k35.NODE_1874_length_5389_cov_70.930519_g931_i0^SCAR2_ARATH
SPADES.k35.NODE_18780_length_2803_cov_14.916546_g7609_i0	SPADES.k35.NODE_18780_length_2803_cov_14.916546_g7609_i0^POL5_DROME^POL2_DROME^RT_RNaseH_2^RVT_1
SPADES.k35.NODE_18823_length_2799_cov_99.950072_g7140_i2	SPADES.k35.NODE_18823_length_2799_cov_99.950072_g7140_i2^GCP_N_terminal
SPADES.k35.NODE_18826_length_2799_cov_92.138205_g5799_i2	SPADES.k35.NODE_18826_length_2799_cov_92.138205_g5799_i2^NAC75_ARATH^NAM
SPADES.k35.NODE_18834_length_2799_cov_77.971418_g1799_i2	SPADES.k35.NODE_18834_length_2799_cov_77.971418_g1799_i2^SYA_METTP^tRNA-synt_2c
SPADES.k35.NODE_19038_length_2788_cov_28.967308_g7716_i0	SPADES.k35.NODE_19038_length_2788_cov_28.967308_g7716_i0^Y3037_ARATH^LRR_1
SPADES.k35.NODE_19100_length_2785_cov_51.153091_g7729_i0	SPADES.k35.NODE_19100_length_2785_cov_51.153091_g7729_i0^zf-RVT
SPADES.k35.NODE_19174_length_2780_cov_26.257195_g456_i29	SPADES.k35.NODE_19174_length_2780_cov_26.257195_g456_i29^SC24B_ARATH^POLR1_ARATH
SPADES.k35.NODE_19225_length_2777_cov_88.171772_g4254_i1	SPADES.k35.NODE_19225_length_2777_cov_88.171772_g4254_i1^HD16N_ORYSJ
SPADES.k35.NODE_19319_length_2772_cov_105.576544_g5129_i1	SPADES.k35.NODE_19319_length_2772_cov_105.576544_g5129_i1^MPK16_ARATH^Pkinase
SPADES.k35.NODE_19346_length_2771_cov_95.388158_g6848_i1	SPADES.k35.NODE_19346_length_2771_cov_95.388158_g6848_i1^PGLR_VITVI^Glyco_hydro_28^Pectate_lyase_3
SPADES.k35.NODE_19422_length_2767_cov_69.398609_g7835_i0	SPADES.k35.NODE_19422_length_2767_cov_69.398609_g7835_i0^RL131_ARATH^Ribosomal_L13e
SPADES.k35.NODE_19425_length_2767_cov_57.632504_g7837_i0	SPADES.k35.NODE_19425_length_2767_cov_57.632504_g7837_i0^LON_substr_bdg
SPADES.k35.NODE_1943_length_5350_cov_96.220320_g64_i4	SPADES.k35.NODE_1943_length_5350_cov_96.220320_g64_i4^POLR1_ARATH^Retrotran_gag_3^gag_pre-integrs
SPADES.k35.NODE_1961_length_5338_cov_88.673770_g452_i1	SPADES.k35.NODE_1961_length_5338_cov_88.673770_g452_i1^ARFS_ARATH^B3
SPADES.k35.NODE_19733_length_2748_cov_76.775525_g155_i2	SPADES.k35.NODE_19733_length_2748_cov_76.775525_g155_i2^TBCC
SPADES.k35.NODE_1973_length_5334_cov_87.010568_g969_i0	SPADES.k35.NODE_1973_length_5334_cov_87.010568_g969_i0^DPB_ARATH^TFC5_SCHPO^E2F_TDP^Myb_DNA-bind_7
SPADES.k35.NODE_19748_length_2747_cov_80.055310_g6582_i1	SPADES.k35.NODE_19748_length_2747_cov_80.055310_g6582_i1^PQBP1_GORGO^WW
SPADES.k35.NODE_19772_length_2746_cov_12.930653_g7975_i0	SPADES.k35.NODE_19772_length_2746_cov_12.930653_g7975_i0^PLDA1_VIGUN^C2
SPADES.k35.NODE_19851_length_2741_cov_92.753511_g7161_i1	SPADES.k35.NODE_19851_length_2741_cov_92.753511_g7161_i1^SPXM3_ARATH^SPX
SPADES.k35.NODE_19859_length_2741_cov_58.685144_g5722_i1	SPADES.k35.NODE_19859_length_2741_cov_58.685144_g5722_i1^NUDT2_ARATH^NUD10_ARATH^Nudix_hydro
SPADES.k35.NODE_19974_length_2734_cov_74.716191_g4116_i1	SPADES.k35.NODE_19974_length_2734_cov_74.716191_g4116_i1^RL18A_CASSA
SPADES.k35.NODE_200_length_8164_cov_90.837126_g60_i1	SPADES.k35.NODE_200_length_8164_cov_90.837126_g60_i1^ACC1_ARATH^Biotin_carb_N
SPADES.k35.NODE_2011_length_5309_cov_94.578309_g988_i0	SPADES.k35.NODE_2011_length_5309_cov_94.578309_g988_i0^KAD7_ARATH^ADK^NT-C2
SPADES.k35.NODE_20169_length_2723_cov_79.654762_g8105_i0	SPADES.k35.NODE_20169_length_2723_cov_79.654762_g8105_i0^SYNC1_ARATH^tRNA_anti-codon
SPADES.k35.NODE_20170_length_2723_cov_76.077009_g8106_i0	SPADES.k35.NODE_20170_length_2723_cov_76.077009_g8106_i0^Y4117_ARATH^TIR
SPADES.k35.NODE_20205_length_2721_cov_68.119136_g8119_i0	SPADES.k35.NODE_20205_length_2721_cov_68.119136_g8119_i0^ERF53_ARATH^AP2
SPADES.k35.NODE_20212_length_2720_cov_95.389199_g8123_i0	SPADES.k35.NODE_20212_length_2720_cov_95.389199_g8123_i0^PPR
SPADES.k35.NODE_20420_length_2709_cov_62.056844_g8191_i0	SPADES.k35.NODE_20420_length_2709_cov_62.056844_g8191_i0^RPV1_VITRO^RT_RNaseH_2^TIR
SPADES.k35.NODE_20445_length_2707_cov_92.171407_g4679_i1	SPADES.k35.NODE_20445_length_2707_cov_92.171407_g4679_i1^CNRB_DICDI^CLPTM1
SPADES.k35.NODE_20460_length_2707_cov_31.310254_g8207_i0	SPADES.k35.NODE_20460_length_2707_cov_31.310254_g8207_i0^DNAJH_SYNY3^DnaJ
SPADES.k35.NODE_20493_length_2705_cov_84.536704_g344_i14	SPADES.k35.NODE_20493_length_2705_cov_84.536704_g344_i14^TFC4_YEAST^TPR_8
SPADES.k35.NODE_20572_length_2700_cov_104.280300_g998_i12	SPADES.k35.NODE_20572_length_2700_cov_104.280300_g998_i12^PI5K7_ARATH^MORN
SPADES.k35.NODE_20636_length_2697_cov_95.427122_g8275_i0	SPADES.k35.NODE_20636_length_2697_cov_95.427122_g8275_i0^PUB19_ARATH^U-box
SPADES.k35.NODE_20650_length_2697_cov_39.391811_g8278_i0	SPADES.k35.NODE_20650_length_2697_cov_39.391811_g8278_i0^PUMY_ARATH
SPADES.k35.NODE_20789_length_2689_cov_43.369254_g6411_i1	SPADES.k35.NODE_20789_length_2689_cov_43.369254_g6411_i1^FIMB2_ARATH
SPADES.k35.NODE_20830_length_2687_cov_37.463424_g8342_i0	SPADES.k35.NODE_20830_length_2687_cov_37.463424_g8342_i0^POL3_DROME^Ty3_capsid
SPADES.k35.NODE_20877_length_2684_cov_77.135145_g8354_i0	SPADES.k35.NODE_20877_length_2684_cov_77.135145_g8354_i0^WRK11_ARATH
SPADES.k35.NODE_20889_length_2683_cov_116.096677_g8358_i0	SPADES.k35.NODE_20889_length_2683_cov_116.096677_g8358_i0^METK1_SOLTU^S-AdoMet_synt_N
SPADES.k35.NODE_20892_length_2683_cov_85.164275_g622_i3	SPADES.k35.NODE_20892_length_2683_cov_85.164275_g622_i3^ZNRF3_DANRE^zf-rbx1
SPADES.k35.NODE_20894_length_2683_cov_83.393882_g2285_i3	SPADES.k35.NODE_20894_length_2683_cov_83.393882_g2285_i3^TGA21_TOBAC^bZIP_2
SPADES.k35.NODE_21034_length_2675_cov_89.226136_g6442_i1	SPADES.k35.NODE_21034_length_2675_cov_89.226136_g6442_i1^ZAR1_ARATH^LRRNT_2
SPADES.k35.NODE_21048_length_2675_cov_26.476136_g6869_i1	SPADES.k35.NODE_21048_length_2675_cov_26.476136_g6869_i1^DUF6857^DUF936
SPADES.k35.NODE_21065_length_2674_cov_26.784388_g8421_i0	SPADES.k35.NODE_21065_length_2674_cov_26.784388_g8421_i0^TORL2_ARATH^Cohesin_HEAT
SPADES.k35.NODE_21083_length_2673_cov_33.489007_g7693_i1	SPADES.k35.NODE_21083_length_2673_cov_33.489007_g7693_i1^KN14S_ARATH^Microtub_bd
SPADES.k35.NODE_21152_length_2669_cov_52.136674_g3848_i4	SPADES.k35.NODE_21152_length_2669_cov_52.136674_g3848_i4^CRK43_ARATH^Pkinase
SPADES.k35.NODE_21177_length_2667_cov_61.768237_g1335_i5	SPADES.k35.NODE_21177_length_2667_cov_61.768237_g1335_i5^RBM39_PONAB^RRM_1
SPADES.k35.NODE_21186_length_2667_cov_13.537234_g8462_i0	SPADES.k35.NODE_21186_length_2667_cov_13.537234_g8462_i0^Retrotrans_gag
SPADES.k35.NODE_21188_length_2666_cov_95.760547_g4463_i2	SPADES.k35.NODE_21188_length_2666_cov_95.760547_g4463_i2^SRF3_ARATH^LRRNT_2
SPADES.k35.NODE_21211_length_2665_cov_155.707605_g596_i61	SPADES.k35.NODE_21211_length_2665_cov_155.707605_g596_i61^CSLC4_ARATH
SPADES.k35.NODE_21229_length_2664_cov_126.085203_g8473_i0	SPADES.k35.NODE_21229_length_2664_cov_126.085203_g8473_i0^HMDH3_HEVBR^HMG-CoA_red
SPADES.k35.NODE_21290_length_2661_cov_95.417365_g6611_i1	SPADES.k35.NODE_21290_length_2661_cov_95.417365_g6611_i1^GAUTE_ARATH^Glyco_transf_8
SPADES.k35.NODE_21297_length_2661_cov_71.620335_g8503_i0	SPADES.k35.NODE_21297_length_2661_cov_71.620335_g8503_i0^PP306_ARATH^PPR
SPADES.k35.NODE_21329_length_2659_cov_104.820503_g6956_i1	SPADES.k35.NODE_21329_length_2659_cov_104.820503_g6956_i1^STT3B_ARATH^STT3
SPADES.k35.NODE_21364_length_2657_cov_69.921053_g2098_i4	SPADES.k35.NODE_21364_length_2657_cov_69.921053_g2098_i4^TLC
SPADES.k35.NODE_21385_length_2656_cov_66.909958_g8539_i0	SPADES.k35.NODE_21385_length_2656_cov_66.909958_g8539_i0^P2C46_ARATH^P2C60_ORYSJ
SPADES.k35.NODE_2139_length_5235_cov_67.727308_g1045_i0	SPADES.k35.NODE_2139_length_5235_cov_67.727308_g1045_i0^TI214_LOTJA^TI214_SOYBN^Ycf1
SPADES.k35.NODE_21405_length_2655_cov_21.295802_g8544_i0	SPADES.k35.NODE_21405_length_2655_cov_21.295802_g8544_i0^PX^PXA
SPADES.k35.NODE_214_length_8057_cov_34.394166_g122_i0	SPADES.k35.NODE_214_length_8057_cov_34.394166_g122_i0^POL2_DROME^RVT_1^Transposase_28
SPADES.k35.NODE_21552_length_2647_cov_102.553216_g7672_i1	SPADES.k35.NODE_21552_length_2647_cov_102.553216_g7672_i1^DUF789
SPADES.k35.NODE_21588_length_2646_cov_27.364994_g1256_i2	SPADES.k35.NODE_21588_length_2646_cov_27.364994_g1256_i2^YG31B_YEAST
SPADES.k35.NODE_21769_length_2636_cov_13.600154_g3939_i2	SPADES.k35.NODE_21769_length_2636_cov_13.600154_g3939_i2^YI31B_YEAST^RT_RNaseH_2
SPADES.k35.NODE_21795_length_2635_cov_11.993077_g8652_i0	SPADES.k35.NODE_21795_length_2635_cov_11.993077_g8652_i0^POLR2_ARATH^COPIA_DROME
SPADES.k35.NODE_21842_length_2632_cov_79.730073_g176_i7	SPADES.k35.NODE_21842_length_2632_cov_79.730073_g176_i7^NFYA3_ARATH^CBFB_NFYA^zf-RVT
SPADES.k35.NODE_21916_length_2628_cov_43.184342_g5738_i1	SPADES.k35.NODE_21916_length_2628_cov_43.184342_g5738_i1^PP272_ARATH^PPR_2^zf-RVT
SPADES.k35.NODE_21940_length_2627_cov_13.224537_g8706_i0	SPADES.k35.NODE_21940_length_2627_cov_13.224537_g8706_i0^Y1141_ARATH^B_lectin^PK_Tyr_Ser-Thr
SPADES.k35.NODE_21958_length_2626_cov_53.455037_g8712_i0	SPADES.k35.NODE_21958_length_2626_cov_53.455037_g8712_i0^PLDA4_ARATH^C2
SPADES.k35.NODE_22034_length_2622_cov_60.214148_g2704_i2	SPADES.k35.NODE_22034_length_2622_cov_60.214148_g2704_i2^SC31B_ARATH
SPADES.k35.NODE_22049_length_2621_cov_80.271848_g4060_i3	SPADES.k35.NODE_22049_length_2621_cov_80.271848_g4060_i3^Transposase_32
SPADES.k35.NODE_22054_length_2621_cov_62.630704_g7690_i1	SPADES.k35.NODE_22054_length_2621_cov_62.630704_g7690_i1^Lzipper-MIP1
SPADES.k35.NODE_22125_length_2616_cov_105.945370_g2158_i5	SPADES.k35.NODE_22125_length_2616_cov_105.945370_g2158_i5^C7317_PRUMU^p450
SPADES.k35.NODE_22129_length_2616_cov_84.067028_g7507_i1	SPADES.k35.NODE_22129_length_2616_cov_84.067028_g7507_i1^IDD10_ARATH^zf-C2H2_6
SPADES.k35.NODE_22259_length_2610_cov_72.336311_g8817_i1	SPADES.k35.NODE_22259_length_2610_cov_72.336311_g8817_i1^CPNA2_ARATH^Cpn60_TCP1
SPADES.k35.NODE_22296_length_2608_cov_62.182277_g735_i4	SPADES.k35.NODE_22296_length_2608_cov_62.182277_g735_i4^PABN2_ARATH
SPADES.k35.NODE_22355_length_2604_cov_87.231997_g8854_i0	SPADES.k35.NODE_22355_length_2604_cov_87.231997_g8854_i0^PLIP2_ARATH^Lipase_3
SPADES.k35.NODE_22409_length_2601_cov_89.405300_g8879_i0	SPADES.k35.NODE_22409_length_2601_cov_89.405300_g8879_i0^HSP70_SOYBN^HSP70
SPADES.k35.NODE_22442_length_2600_cov_55.039766_g8891_i0	SPADES.k35.NODE_22442_length_2600_cov_55.039766_g8891_i0^STR9_ARATH
SPADES.k35.NODE_22458_length_2599_cov_15.213339_g8899_i0	SPADES.k35.NODE_22458_length_2599_cov_15.213339_g8899_i0^Retrotrans_gag^zf-CCHC
SPADES.k35.NODE_22464_length_2598_cov_86.806087_g8900_i0	SPADES.k35.NODE_22464_length_2598_cov_86.806087_g8900_i0^DUF707
SPADES.k35.NODE_22477_length_2598_cov_33.799064_g8020_i1	SPADES.k35.NODE_22477_length_2598_cov_33.799064_g8020_i1^DUF223
SPADES.k35.NODE_2248_length_5181_cov_65.113486_g1097_i0	SPADES.k35.NODE_2248_length_5181_cov_65.113486_g1097_i0^BIM1_ARATH
SPADES.k35.NODE_22515_length_2596_cov_73.714565_g6237_i1	SPADES.k35.NODE_22515_length_2596_cov_73.714565_g6237_i1^CALR_BETVU^Calreticulin
SPADES.k35.NODE_22548_length_2594_cov_78.250488_g3943_i1	SPADES.k35.NODE_22548_length_2594_cov_78.250488_g3943_i1^POQ_ARATH^PB1
SPADES.k35.NODE_22556_length_2594_cov_60.601407_g8822_i1	SPADES.k35.NODE_22556_length_2594_cov_60.601407_g8822_i1^ASG2_ARATH
SPADES.k35.NODE_22639_length_2590_cov_85.010568_g3562_i3	SPADES.k35.NODE_22639_length_2590_cov_85.010568_g3562_i3^Y5586_ARATH^WEMBL
SPADES.k35.NODE_22668_length_2588_cov_93.059538_g8302_i1	SPADES.k35.NODE_22668_length_2588_cov_93.059538_g8302_i1^LUPS_GLYGL^SQHop_cyclase_N
SPADES.k35.NODE_22758_length_2584_cov_65.794037_g585_i16	SPADES.k35.NODE_22758_length_2584_cov_65.794037_g585_i16^CHR20_ARATH^SNF2-rel_dom
SPADES.k35.NODE_22825_length_2581_cov_30.718775_g4304_i3	SPADES.k35.NODE_22825_length_2581_cov_30.718775_g4304_i3^LRL25_ARATH^PK_Tyr_Ser-Thr
SPADES.k35.NODE_2282_length_5166_cov_24.394660_g1112_i0	SPADES.k35.NODE_2282_length_5166_cov_24.394660_g1112_i0^POL2_DROME^TF211_SCHPO^Ty3_capsid^rve
SPADES.k35.NODE_22871_length_2578_cov_86.871805_g9014_i0	SPADES.k35.NODE_22871_length_2578_cov_86.871805_g9014_i0^AAPC_CENCI^Aldose_epim
SPADES.k35.NODE_2288_length_5161_cov_38.966836_g1017_i1	SPADES.k35.NODE_2288_length_5161_cov_38.966836_g1017_i1^LIN1_LOTJA^U-box
SPADES.k35.NODE_23037_length_2570_cov_93.168442_g9070_i0	SPADES.k35.NODE_23037_length_2570_cov_93.168442_g9070_i0^MOT2_ARATH^MFS_MOT1
SPADES.k35.NODE_23222_length_2560_cov_84.546139_g838_i12	SPADES.k35.NODE_23222_length_2560_cov_84.546139_g838_i12^SEC_ARATH^Glyco_transf_41
