SOAP.k25.C390845	SOAP.k25.C390845^WRK27_ARATH
SPADES.k25.NODE_50742_length_577_cov_75.050725_g2872_i9	SPADES.k25.NODE_50742_length_577_cov_75.050725_g2872_i9^HIP39_ARATH
SPADES.k25.NODE_50747_length_577_cov_61.447464_g26658_i0	SPADES.k25.NODE_50747_length_577_cov_61.447464_g26658_i0^Y4374_ARATH^PK_Tyr_Ser-Thr
SPADES.k25.NODE_50752_length_577_cov_51.905797_g26661_i0	SPADES.k25.NODE_50752_length_577_cov_51.905797_g26661_i0^GDL22_ARATH^Lipase_GDSL
SPADES.k25.NODE_50772_length_577_cov_9.500000_g26681_i0	SPADES.k25.NODE_50772_length_577_cov_9.500000_g26681_i0^SBT16_ARATH
SPADES.k25.NODE_50788_length_576_cov_71.967332_g14403_i1	SPADES.k25.NODE_50788_length_576_cov_71.967332_g14403_i1^NHL13_ARATH^LEA_2
SPADES.k25.NODE_507_length_4946_cov_77.748832_g311_i0	SPADES.k25.NODE_507_length_4946_cov_77.748832_g311_i0^1A110_ARATH^Y1124_ARATH^Aminotran_1_2^Pkinase
SPADES.k25.NODE_5083_length_2855_cov_36.300353_g2836_i0	SPADES.k25.NODE_5083_length_2855_cov_36.300353_g2836_i0^mTERF
SPADES.k25.NODE_50843_length_575_cov_25.021818_g26743_i0	SPADES.k25.NODE_50843_length_575_cov_25.021818_g26743_i0^CCD53_ORYSJ^Cyclin_N
SPADES.k25.NODE_50869_length_574_cov_45.816029_g26763_i0	SPADES.k25.NODE_50869_length_574_cov_45.816029_g26763_i0^FPPS1_LUPAL
SPADES.k25.NODE_5088_length_2853_cov_95.448727_g1265_i1	SPADES.k25.NODE_5088_length_2853_cov_95.448727_g1265_i1^EDA30_ARATH^O-FucT
SPADES.k25.NODE_50907_length_573_cov_70.700730_g26798_i0	SPADES.k25.NODE_50907_length_573_cov_70.700730_g26798_i0^PP367_ARATH^E_motif
SPADES.k25.NODE_50923_length_573_cov_26.717153_g26810_i0	SPADES.k25.NODE_50923_length_573_cov_26.717153_g26810_i0^WRK31_ARATH
SPADES.k25.NODE_50925_length_573_cov_20.167883_g26812_i0	SPADES.k25.NODE_50925_length_573_cov_20.167883_g26812_i0^PAM74_ARATH^Malectin_like
SPADES.k25.NODE_5092_length_2853_cov_57.000354_g2844_i0	SPADES.k25.NODE_5092_length_2853_cov_57.000354_g2844_i0^ASI1_ARATH^BAH
SPADES.k25.NODE_50934_length_573_cov_8.434307_g26821_i0	SPADES.k25.NODE_50934_length_573_cov_8.434307_g26821_i0^LRR_1
SPADES.k25.NODE_50945_length_572_cov_72.308958_g26828_i0	SPADES.k25.NODE_50945_length_572_cov_72.308958_g26828_i0^SUMO1_ARATH^Rad60-SLD
SPADES.k25.NODE_50960_length_572_cov_35.627057_g26842_i0	SPADES.k25.NODE_50960_length_572_cov_35.627057_g26842_i0^ASTD_SPHAL^EAL
SPADES.k25.NODE_50962_length_572_cov_29.705667_g26844_i0	SPADES.k25.NODE_50962_length_572_cov_29.705667_g26844_i0^ANL2_ARATH
SPADES.k25.NODE_51013_length_571_cov_24.252747_g26890_i0	SPADES.k25.NODE_51013_length_571_cov_24.252747_g26890_i0^Branch
SPADES.k25.NODE_5102_length_2851_cov_100.926044_g2344_i1	SPADES.k25.NODE_5102_length_2851_cov_100.926044_g2344_i1^CSCLD_ARATH^RSN1_TM
SPADES.k25.NODE_51039_length_570_cov_65.344954_g2231_i2	SPADES.k25.NODE_51039_length_570_cov_65.344954_g2231_i2^POT10_ARATH
SPADES.k25.NODE_51041_length_570_cov_47.805505_g26913_i0	SPADES.k25.NODE_51041_length_570_cov_47.805505_g26913_i0^LOR11_ARATH^LOR
SPADES.k25.NODE_5105_length_2851_cov_66.560156_g2853_i0	SPADES.k25.NODE_5105_length_2851_cov_66.560156_g2853_i0^PP131_ARATH^PPR
SPADES.k25.NODE_51060_length_570_cov_14.790826_g26931_i0	SPADES.k25.NODE_51060_length_570_cov_14.790826_g26931_i0^SR1P1_ARATH
SPADES.k25.NODE_51081_length_569_cov_66.450368_g26949_i0	SPADES.k25.NODE_51081_length_569_cov_66.450368_g26949_i0^APX1_PEA^peroxidase
SPADES.k25.NODE_51086_length_569_cov_46.316176_g26953_i0	SPADES.k25.NODE_51086_length_569_cov_46.316176_g26953_i0^GYRA_ARATH
SPADES.k25.NODE_5108_length_2851_cov_54.324133_g2856_i0	SPADES.k25.NODE_5108_length_2851_cov_54.324133_g2856_i0^FRS12_ARATH^FRS7_ARATH^FAR1^MULE
SPADES.k25.NODE_51118_length_568_cov_80.793738_g6290_i7	SPADES.k25.NODE_51118_length_568_cov_80.793738_g6290_i7^EKI_ARATH
SPADES.k25.NODE_51134_length_568_cov_36.278085_g26993_i0	SPADES.k25.NODE_51134_length_568_cov_36.278085_g26993_i0^HSP41_SOYBN^CS
SPADES.k25.NODE_51135_length_568_cov_31.233886_g26994_i0	SPADES.k25.NODE_51135_length_568_cov_31.233886_g26994_i0^DUF4079
SPADES.k25.NODE_51145_length_568_cov_20.854512_g27003_i0	SPADES.k25.NODE_51145_length_568_cov_20.854512_g27003_i0^PFKA2_ARATH^PFK
SPADES.k25.NODE_51158_length_568_cov_9.186004_g27016_i0	SPADES.k25.NODE_51158_length_568_cov_9.186004_g27016_i0^EDL16_ARATH^Sugar_tr
SPADES.k25.NODE_51159_length_568_cov_6.895028_g27017_i0	SPADES.k25.NODE_51159_length_568_cov_6.895028_g27017_i0^SYT3_ARATH^C2
SPADES.k25.NODE_51186_length_567_cov_29.027675_g27039_i0	SPADES.k25.NODE_51186_length_567_cov_29.027675_g27039_i0^PP112_ARATH^PPR_3
SPADES.k25.NODE_51192_length_567_cov_13.649446_g27045_i0	SPADES.k25.NODE_51192_length_567_cov_13.649446_g27045_i0^PP272_ARATH^PPR
SPADES.k25.NODE_51208_length_566_cov_67.299445_g27058_i0	SPADES.k25.NODE_51208_length_566_cov_67.299445_g27058_i0^LRK10_WHEAT^Pkinase
SPADES.k25.NODE_5120_length_2848_cov_101.805526_g1163_i1	SPADES.k25.NODE_5120_length_2848_cov_101.805526_g1163_i1^PTL_ARATH^Myb_DNA-bind_4
SPADES.k25.NODE_51210_length_566_cov_58.730129_g27060_i0	SPADES.k25.NODE_51210_length_566_cov_58.730129_g27060_i0^PDLP6_ARATH
SPADES.k25.NODE_51251_length_565_cov_64.733333_g17604_i1	SPADES.k25.NODE_51251_length_565_cov_64.733333_g17604_i1^PR1_MEDTR^CAP
SPADES.k25.NODE_51259_length_565_cov_38.107407_g27100_i0	SPADES.k25.NODE_51259_length_565_cov_38.107407_g27100_i0^C82A3_SOYBN^p450
SPADES.k25.NODE_51270_length_565_cov_16.646296_g27110_i0	SPADES.k25.NODE_51270_length_565_cov_16.646296_g27110_i0^PP203_ARATH^PPR
SPADES.k25.NODE_51272_length_565_cov_15.807407_g27112_i0	SPADES.k25.NODE_51272_length_565_cov_15.807407_g27112_i0^HA22J_ARATH^HA22I_ARATH^TB2_DP1_HVA22
SPADES.k25.NODE_51274_length_565_cov_12.612963_g27113_i0	SPADES.k25.NODE_51274_length_565_cov_12.612963_g27113_i0^DUF1005
SPADES.k25.NODE_51283_length_564_cov_71.586271_g180_i9	SPADES.k25.NODE_51283_length_564_cov_71.586271_g180_i9^HSFA5_ARATH
SPADES.k25.NODE_51294_length_564_cov_41.252319_g27129_i0	SPADES.k25.NODE_51294_length_564_cov_41.252319_g27129_i0^MSH_PAPSO
SPADES.k25.NODE_51322_length_563_cov_71.431227_g27153_i0	SPADES.k25.NODE_51322_length_563_cov_71.431227_g27153_i0^ALF_CICAR
SPADES.k25.NODE_51326_length_563_cov_59.139405_g27156_i0	SPADES.k25.NODE_51326_length_563_cov_59.139405_g27156_i0^CTRA_CAUVC^Response_reg
SPADES.k25.NODE_51343_length_563_cov_25.026022_g27173_i0	SPADES.k25.NODE_51343_length_563_cov_25.026022_g27173_i0^AB44G_ORYSJ^ABC2_membrane
SPADES.k25.NODE_51390_length_562_cov_50.573557_g27217_i0	SPADES.k25.NODE_51390_length_562_cov_50.573557_g27217_i0^TRXO1_ARATH
SPADES.k25.NODE_51399_length_562_cov_24.599628_g27225_i0	SPADES.k25.NODE_51399_length_562_cov_24.599628_g27225_i0^DNMT4_ARATH^DNMT1-RFD
SPADES.k25.NODE_51405_length_562_cov_13.013035_g27231_i0	SPADES.k25.NODE_51405_length_562_cov_13.013035_g27231_i0^PPR32_ARATH^PPR
SPADES.k25.NODE_51411_length_562_cov_9.264432_g27237_i0	SPADES.k25.NODE_51411_length_562_cov_9.264432_g27237_i0^KCS11_ARATH^FAE1_CUT1_RppA
SPADES.k25.NODE_51421_length_561_cov_73.061567_g2625_i2	SPADES.k25.NODE_51421_length_561_cov_73.061567_g2625_i2^ISPG_ORYSJ^ISPG_ARATH^GcpE
SPADES.k25.NODE_51430_length_561_cov_51.798507_g23069_i1	SPADES.k25.NODE_51430_length_561_cov_51.798507_g23069_i1^ERH_ARATH
SPADES.k25.NODE_51438_length_561_cov_33.960821_g27257_i0	SPADES.k25.NODE_51438_length_561_cov_33.960821_g27257_i0^AIM32_CANGA^Suc_Fer-like
SPADES.k25.NODE_51452_length_561_cov_12.294776_g27271_i0	SPADES.k25.NODE_51452_length_561_cov_12.294776_g27271_i0^VHAA2_ARATH^V_ATPase_I
SPADES.k25.NODE_51475_length_560_cov_35.717757_g27289_i0	SPADES.k25.NODE_51475_length_560_cov_35.717757_g27289_i0^PP302_ARATH^PPR
SPADES.k25.NODE_51477_length_560_cov_34.267290_g27291_i0	SPADES.k25.NODE_51477_length_560_cov_34.267290_g27291_i0^SD17_ARATH^Pkinase
SPADES.k25.NODE_51493_length_560_cov_10.800000_g27307_i0	SPADES.k25.NODE_51493_length_560_cov_10.800000_g27307_i0^C04C1_PINTA^p450
SPADES.k25.NODE_51537_length_558_cov_163.864916_g27346_i0	SPADES.k25.NODE_51537_length_558_cov_163.864916_g27346_i0^ATP-synt_G
SPADES.k25.NODE_51543_length_558_cov_80.718574_g27352_i0	SPADES.k25.NODE_51543_length_558_cov_80.718574_g27352_i0^AIL6_ARATH
SPADES.k25.NODE_51568_length_558_cov_15.797373_g27372_i0	SPADES.k25.NODE_51568_length_558_cov_15.797373_g27372_i0^SNDH_GLULI
SPADES.k25.NODE_51574_length_558_cov_6.836773_g27378_i0	SPADES.k25.NODE_51574_length_558_cov_6.836773_g27378_i0^FANCJ_MOUSE
SPADES.k25.NODE_51582_length_557_cov_87.375940_g23384_i1	SPADES.k25.NODE_51582_length_557_cov_87.375940_g23384_i1^RL27_PEA^KOW
SPADES.k25.NODE_51615_length_557_cov_10.575188_g27414_i0	SPADES.k25.NODE_51615_length_557_cov_10.575188_g27414_i0^CDC7_MOUSE^Pkinase
SPADES.k25.NODE_51637_length_556_cov_54.013183_g27435_i0	SPADES.k25.NODE_51637_length_556_cov_54.013183_g27435_i0^RGMG2_BURL3
SPADES.k25.NODE_5164_length_2841_cov_45.488281_g382_i3	SPADES.k25.NODE_5164_length_2841_cov_45.488281_g382_i3^YCF2_PHAVU^DUF825
SPADES.k25.NODE_51650_length_556_cov_26.318267_g27447_i0	SPADES.k25.NODE_51650_length_556_cov_26.318267_g27447_i0^PLIP1_ARATH^Lipase_3
SPADES.k25.NODE_51657_length_556_cov_6.114878_g27454_i0	SPADES.k25.NODE_51657_length_556_cov_6.114878_g27454_i0^PP301_ARATH^PPR
SPADES.k25.NODE_5165_length_2840_cov_87.191829_g2549_i1	SPADES.k25.NODE_5165_length_2840_cov_87.191829_g2549_i1^SCL9_ARATH^GRAS
SPADES.k25.NODE_51704_length_555_cov_9.820755_g27492_i0	SPADES.k25.NODE_51704_length_555_cov_9.820755_g27492_i0^EDS1_EP
SPADES.k25.NODE_5170_length_2840_cov_67.038366_g1216_i1	SPADES.k25.NODE_5170_length_2840_cov_67.038366_g1216_i1^DEXH5_ARATH^Helicase_C
SPADES.k25.NODE_51726_length_554_cov_51.824197_g27510_i0	SPADES.k25.NODE_51726_length_554_cov_51.824197_g27510_i0^ALFC6_ARATH^Glycolytic
SPADES.k25.NODE_51728_length_554_cov_51.051040_g27512_i0	SPADES.k25.NODE_51728_length_554_cov_51.051040_g27512_i0^RS29_ARATH
SPADES.k25.NODE_51729_length_554_cov_49.710775_g27513_i0	SPADES.k25.NODE_51729_length_554_cov_49.710775_g27513_i0^ZIFL1_ARATH
SPADES.k25.NODE_51732_length_554_cov_47.039698_g27516_i0	SPADES.k25.NODE_51732_length_554_cov_47.039698_g27516_i0^PAN_2
SPADES.k25.NODE_51746_length_554_cov_10.604915_g27530_i0	SPADES.k25.NODE_51746_length_554_cov_10.604915_g27530_i0^POLX_TOBAC^RVT_2
SPADES.k25.NODE_51749_length_554_cov_8.200378_g27533_i0	SPADES.k25.NODE_51749_length_554_cov_8.200378_g27533_i0^GVQW2_HUMAN
SPADES.k25.NODE_51766_length_553_cov_67.375000_g27545_i0	SPADES.k25.NODE_51766_length_553_cov_67.375000_g27545_i0^ICMF_GEOKA^MeaB
SPADES.k25.NODE_51770_length_553_cov_62.429924_g27548_i0	SPADES.k25.NODE_51770_length_553_cov_62.429924_g27548_i0^HELA_LEGPN^ACR_tran
SPADES.k25.NODE_51771_length_553_cov_59.388258_g27549_i0	SPADES.k25.NODE_51771_length_553_cov_59.388258_g27549_i0^RL34_PEA^Ribosomal_L34e
SPADES.k25.NODE_51772_length_553_cov_54.348485_g16524_i1	SPADES.k25.NODE_51772_length_553_cov_54.348485_g16524_i1^LHTL8_ARATH^Aa_trans
SPADES.k25.NODE_51784_length_553_cov_22.244318_g27560_i0	SPADES.k25.NODE_51784_length_553_cov_22.244318_g27560_i0^ISPS_PUEML^Terpene_synth
SPADES.k25.NODE_51794_length_553_cov_10.087121_g27570_i0	SPADES.k25.NODE_51794_length_553_cov_10.087121_g27570_i0^PIN5_ARATH^Mem_trans
SPADES.k25.NODE_51812_length_552_cov_76.324478_g5581_i4	SPADES.k25.NODE_51812_length_552_cov_76.324478_g5581_i4^PADRE
SPADES.k25.NODE_51852_length_551_cov_43.965779_g27619_i0	SPADES.k25.NODE_51852_length_551_cov_43.965779_g27619_i0^RM39_SCHPO
SPADES.k25.NODE_51857_length_551_cov_31.663498_g27624_i0	SPADES.k25.NODE_51857_length_551_cov_31.663498_g27624_i0^SY121_ARATH^Syntaxin
SPADES.k25.NODE_5190_length_2836_cov_80.262896_g2531_i1	SPADES.k25.NODE_5190_length_2836_cov_80.262896_g2531_i1^EMF2_ARATH^VEFS-Box
SPADES.k25.NODE_51923_length_550_cov_5.026667_g27681_i0	SPADES.k25.NODE_51923_length_550_cov_5.026667_g27681_i0^INT4_ARATH^Sugar_tr
SPADES.k25.NODE_51972_length_548_cov_89.233270_g24641_i1	SPADES.k25.NODE_51972_length_548_cov_89.233270_g24641_i1^SBT39_ARATH^Inhibitor_I9
SPADES.k25.NODE_51993_length_548_cov_27.757170_g27736_i0	SPADES.k25.NODE_51993_length_548_cov_27.757170_g27736_i0^PME12_ARATH^PMEI
SPADES.k25.NODE_52000_length_548_cov_21.973231_g27742_i0	SPADES.k25.NODE_52000_length_548_cov_21.973231_g27742_i0^DCAM4_ARATH^SAM_decarbox
SPADES.k25.NODE_52004_length_548_cov_10.944551_g27746_i0	SPADES.k25.NODE_52004_length_548_cov_10.944551_g27746_i0^SMC22_ARATH
SPADES.k25.NODE_52048_length_547_cov_9.488506_g27786_i0	SPADES.k25.NODE_52048_length_547_cov_9.488506_g27786_i0^TPR_14
SPADES.k25.NODE_52050_length_547_cov_7.128352_g27788_i0	SPADES.k25.NODE_52050_length_547_cov_7.128352_g27788_i0^ALDO2_MAIZE^Fer2
SPADES.k25.NODE_52073_length_546_cov_23.890595_g27809_i0	SPADES.k25.NODE_52073_length_546_cov_23.890595_g27809_i0^SAU71_ARATH^Auxin_inducible
SPADES.k25.NODE_52083_length_546_cov_13.128599_g27819_i0	SPADES.k25.NODE_52083_length_546_cov_13.128599_g27819_i0^PP115_ARATH^PPR
SPADES.k25.NODE_5209_length_2833_cov_57.825855_g2915_i0	SPADES.k25.NODE_5209_length_2833_cov_57.825855_g2915_i0^Y3037_ARATH^LRR_1
SPADES.k25.NODE_52129_length_545_cov_9.811538_g27860_i0	SPADES.k25.NODE_52129_length_545_cov_9.811538_g27860_i0^SDP1_ARATH^DUF3336
SPADES.k25.NODE_52142_length_544_cov_88.701349_g2320_i5	SPADES.k25.NODE_52142_length_544_cov_88.701349_g2320_i5^TLC1_SOLTU^TLC
SPADES.k25.NODE_52151_length_544_cov_48.335260_g27876_i0	SPADES.k25.NODE_52151_length_544_cov_48.335260_g27876_i0^SYV_RHIME^tRNA-synt_1
SPADES.k25.NODE_52158_length_544_cov_31.105973_g27883_i0	SPADES.k25.NODE_52158_length_544_cov_31.105973_g27883_i0^DUF1005
SPADES.k25.NODE_52160_length_544_cov_26.358382_g27885_i0	SPADES.k25.NODE_52160_length_544_cov_26.358382_g27885_i0^RL10_ERYLH
SPADES.k25.NODE_52162_length_544_cov_22.635838_g27887_i0	SPADES.k25.NODE_52162_length_544_cov_22.635838_g27887_i0^PMA2_ARATH^Cation_ATPase_N
SPADES.k25.NODE_5218_length_2831_cov_68.871347_g2921_i0	SPADES.k25.NODE_5218_length_2831_cov_68.871347_g2921_i0^HSP70_SOYBN^HSP70
SPADES.k25.NODE_52191_length_543_cov_61.480695_g27910_i0	SPADES.k25.NODE_52191_length_543_cov_61.480695_g27910_i0^RLA2_PARAR
SPADES.k25.NODE_52192_length_543_cov_54.696911_g27911_i0	SPADES.k25.NODE_52192_length_543_cov_54.696911_g27911_i0^PILS7_ARATH^Mem_trans
SPADES.k25.NODE_52199_length_543_cov_40.111969_g27917_i0	SPADES.k25.NODE_52199_length_543_cov_40.111969_g27917_i0^GT17_ARATH^Exostosin
SPADES.k25.NODE_52227_length_542_cov_70.032882_g27942_i0	SPADES.k25.NODE_52227_length_542_cov_70.032882_g27942_i0^ORYC_ORYSJ
SPADES.k25.NODE_52240_length_542_cov_32.696325_g27952_i0	SPADES.k25.NODE_52240_length_542_cov_32.696325_g27952_i0^GSTUH_ARATH^GST_C
SPADES.k25.NODE_52242_length_542_cov_27.941973_g27954_i0	SPADES.k25.NODE_52242_length_542_cov_27.941973_g27954_i0^PPR
SPADES.k25.NODE_52245_length_542_cov_22.998066_g27957_i0	SPADES.k25.NODE_52245_length_542_cov_22.998066_g27957_i0^DTX48_ARATH^MatE
SPADES.k25.NODE_5224_length_2830_cov_86.721925_g2925_i0	SPADES.k25.NODE_5224_length_2830_cov_86.721925_g2925_i0^LRK81_ARATH^Lectin_legB
SPADES.k25.NODE_52254_length_542_cov_10.058027_g27965_i0	SPADES.k25.NODE_52254_length_542_cov_10.058027_g27965_i0^PP337_ARATH^PPR
SPADES.k25.NODE_52282_length_541_cov_55.957364_g27984_i0	SPADES.k25.NODE_52282_length_541_cov_55.957364_g27984_i0^DCE_SOLLC
SPADES.k25.NODE_52285_length_541_cov_43.856589_g27987_i0	SPADES.k25.NODE_52285_length_541_cov_43.856589_g27987_i0^KPK2_ARATH^Pkinase_C
SPADES.k25.NODE_52289_length_541_cov_36.984496_g27990_i0	SPADES.k25.NODE_52289_length_541_cov_36.984496_g27990_i0^AB19A_PRUPE^Cupin_1
SPADES.k25.NODE_52291_length_541_cov_33.267442_g27992_i0	SPADES.k25.NODE_52291_length_541_cov_33.267442_g27992_i0^PLT1_ARATH^Sugar_tr
SPADES.k25.NODE_52333_length_540_cov_19.609709_g28024_i0	SPADES.k25.NODE_52333_length_540_cov_19.609709_g28024_i0^POLR1_ARATH^RVT_2
SPADES.k25.NODE_52354_length_539_cov_97.480545_g18464_i2	SPADES.k25.NODE_52354_length_539_cov_97.480545_g18464_i2^NDUAC_ARATH^NDUFA12
SPADES.k25.NODE_52389_length_539_cov_20.830739_g28071_i0	SPADES.k25.NODE_52389_length_539_cov_20.830739_g28071_i0^SAWADEE
SPADES.k25.NODE_52394_length_539_cov_13.612840_g28076_i0	SPADES.k25.NODE_52394_length_539_cov_13.612840_g28076_i0^ATL63_ARATH^zf-RING_2
SPADES.k25.NODE_52462_length_537_cov_27.730469_g28132_i0	SPADES.k25.NODE_52462_length_537_cov_27.730469_g28132_i0^PPR50_ARATH
SPADES.k25.NODE_52464_length_537_cov_24.964844_g28134_i0	SPADES.k25.NODE_52464_length_537_cov_24.964844_g28134_i0^FIPS5_ARATH^Fip1
SPADES.k25.NODE_52478_length_537_cov_8.316406_g28148_i0	SPADES.k25.NODE_52478_length_537_cov_8.316406_g28148_i0^TAUE3_ARATH^TauE
SPADES.k25.NODE_52490_length_536_cov_70.767123_g3459_i2	SPADES.k25.NODE_52490_length_536_cov_70.767123_g3459_i2^BZP17_ARATH
SPADES.k25.NODE_52500_length_536_cov_36.561644_g28163_i0	SPADES.k25.NODE_52500_length_536_cov_36.561644_g28163_i0^AB24G_ARATH
SPADES.k25.NODE_52509_length_536_cov_20.913894_g28172_i0	SPADES.k25.NODE_52509_length_536_cov_20.913894_g28172_i0^SBT56_ARATH^SBT17_ARATH^PA
SPADES.k25.NODE_52514_length_536_cov_12.330724_g28177_i0	SPADES.k25.NODE_52514_length_536_cov_12.330724_g28177_i0^MYO11_ARATH^Myosin_head
SPADES.k25.NODE_52517_length_536_cov_8.706458_g28180_i0	SPADES.k25.NODE_52517_length_536_cov_8.706458_g28180_i0^GSO1_ARATH^LRR_1
SPADES.k25.NODE_52519_length_536_cov_5.287671_g28182_i0	SPADES.k25.NODE_52519_length_536_cov_5.287671_g28182_i0^EXEC1_ARATH
SPADES.k25.NODE_52525_length_535_cov_83.868627_g28187_i0	SPADES.k25.NODE_52525_length_535_cov_83.868627_g28187_i0^SUMO2_ARATH^Rad60-SLD
SPADES.k25.NODE_5252_length_2825_cov_45.983214_g1903_i2	SPADES.k25.NODE_5252_length_2825_cov_45.983214_g1903_i2^SWTIE_ARATH^Laa1_Sip1_HTR5
SPADES.k25.NODE_52561_length_534_cov_76.581532_g28218_i0	SPADES.k25.NODE_52561_length_534_cov_76.581532_g28218_i0^RAB5_TOBAC
SPADES.k25.NODE_52599_length_533_cov_88.905512_g13721_i1	SPADES.k25.NODE_52599_length_533_cov_88.905512_g13721_i1^UCRY_ARATH
SPADES.k25.NODE_52601_length_533_cov_87.458661_g28254_i0	SPADES.k25.NODE_52601_length_533_cov_87.458661_g28254_i0^PLH26_FORAG
SPADES.k25.NODE_52609_length_533_cov_48.401575_g28260_i0	SPADES.k25.NODE_52609_length_533_cov_48.401575_g28260_i0^BAM9_ARATH^Glyco_hydro_14
SPADES.k25.NODE_52613_length_533_cov_37.316929_g28263_i0	SPADES.k25.NODE_52613_length_533_cov_37.316929_g28263_i0^CST_ARATH
SPADES.k25.NODE_5264_length_2823_cov_89.986419_g2946_i0	SPADES.k25.NODE_5264_length_2823_cov_89.986419_g2946_i0^TL16_ARATH^MBD11_ARATH^MBD^MPH2
SPADES.k25.NODE_52669_length_532_cov_36.698225_g28312_i0	SPADES.k25.NODE_52669_length_532_cov_36.698225_g28312_i0^AT13B_ARATH^ATG13
SPADES.k25.NODE_52707_length_531_cov_48.320158_g28346_i0	SPADES.k25.NODE_52707_length_531_cov_48.320158_g28346_i0^CHLH_ARATH^DUF3479
SPADES.k25.NODE_52711_length_531_cov_40.249012_g28349_i0	SPADES.k25.NODE_52711_length_531_cov_40.249012_g28349_i0^CRJ35_CRYJA^Thaumatin
SPADES.k25.NODE_52715_length_531_cov_27.276680_g28353_i0	SPADES.k25.NODE_52715_length_531_cov_27.276680_g28353_i0^KI104_MEDTR
SPADES.k25.NODE_52725_length_531_cov_15.416996_g28363_i0	SPADES.k25.NODE_52725_length_531_cov_15.416996_g28363_i0^Apolipoprotein
SPADES.k25.NODE_52736_length_531_cov_8.179842_g28374_i0	SPADES.k25.NODE_52736_length_531_cov_8.179842_g28374_i0^TMN9_ARATH^EMP70
SPADES.k25.NODE_52740_length_531_cov_6.422925_g28378_i0	SPADES.k25.NODE_52740_length_531_cov_6.422925_g28378_i0^PP430_ARATH
SPADES.k25.NODE_52743_length_530_cov_309.392079_g28381_i0	SPADES.k25.NODE_52743_length_530_cov_309.392079_g28381_i0^YCX91_PHAAO
SPADES.k25.NODE_52754_length_530_cov_60.348515_g24333_i1	SPADES.k25.NODE_52754_length_530_cov_60.348515_g24333_i1^ATL16_ARATH
SPADES.k25.NODE_52778_length_530_cov_7.425743_g28411_i0	SPADES.k25.NODE_52778_length_530_cov_7.425743_g28411_i0^GH33_ARATH^GH3
SPADES.k25.NODE_52802_length_529_cov_26.194444_g28434_i0	SPADES.k25.NODE_52802_length_529_cov_26.194444_g28434_i0^RFS1_ARATH^Raffinose_syn
SPADES.k25.NODE_52805_length_529_cov_24.490079_g28437_i0	SPADES.k25.NODE_52805_length_529_cov_24.490079_g28437_i0^OpgC_C
SPADES.k25.NODE_52849_length_528_cov_28.886680_g28471_i0	SPADES.k25.NODE_52849_length_528_cov_28.886680_g28471_i0^CHR5_ARATH
SPADES.k25.NODE_52854_length_528_cov_22.483101_g28476_i0	SPADES.k25.NODE_52854_length_528_cov_22.483101_g28476_i0^SPH5_ARATH^Self-incomp_S1
SPADES.k25.NODE_5285_length_2819_cov_96.240157_g697_i3	SPADES.k25.NODE_5285_length_2819_cov_96.240157_g697_i3^AN13B_HUMAN^Ank
SPADES.k25.NODE_52872_length_527_cov_85.328685_g28493_i0	SPADES.k25.NODE_52872_length_527_cov_85.328685_g28493_i0^R35A3_ARATH^Ribosomal_L35Ae
SPADES.k25.NODE_52878_length_527_cov_56.906375_g28498_i0	SPADES.k25.NODE_52878_length_527_cov_56.906375_g28498_i0^RAA4D_ARATH
SPADES.k25.NODE_52879_length_527_cov_54.003984_g28499_i0	SPADES.k25.NODE_52879_length_527_cov_54.003984_g28499_i0^GFS12_ARATH
SPADES.k25.NODE_52897_length_527_cov_14.892430_g28517_i0	SPADES.k25.NODE_52897_length_527_cov_14.892430_g28517_i0^GTL2_ARATH^Myb_DNA-bind_4
SPADES.k25.NODE_5291_length_2819_cov_43.184324_g2955_i0	SPADES.k25.NODE_5291_length_2819_cov_43.184324_g2955_i0^PPR^PPR_1
SPADES.k25.NODE_52952_length_526_cov_9.391218_g28566_i0	SPADES.k25.NODE_52952_length_526_cov_9.391218_g28566_i0^Ty3_capsid
SPADES.k25.NODE_52963_length_526_cov_4.313373_g28577_i0	SPADES.k25.NODE_52963_length_526_cov_4.313373_g28577_i0^POLR2_ARATH^RVT_2
SPADES.k25.NODE_52987_length_525_cov_25.936000_g28599_i0	SPADES.k25.NODE_52987_length_525_cov_25.936000_g28599_i0^AB39G_ORYSJ^ABC2_membrane
SPADES.k25.NODE_5299_length_2818_cov_75.940924_g2082_i1	SPADES.k25.NODE_5299_length_2818_cov_75.940924_g2082_i1^APC5_ARATH^ANAPC5
SPADES.k25.NODE_53017_length_524_cov_24.649299_g28625_i0	SPADES.k25.NODE_53017_length_524_cov_24.649299_g28625_i0^BLH11_ARATH^POX
SPADES.k25.NODE_5301_length_2818_cov_37.771214_g2960_i0	SPADES.k25.NODE_5301_length_2818_cov_37.771214_g2960_i0^AB24G_ARATH^ABC2_membrane_7^ABC_tran
SPADES.k25.NODE_53028_length_524_cov_11.885772_g28636_i0	SPADES.k25.NODE_53028_length_524_cov_11.885772_g28636_i0^PP359_ARATH^PPR
SPADES.k25.NODE_53045_length_523_cov_87.919679_g28652_i0	SPADES.k25.NODE_53045_length_523_cov_87.919679_g28652_i0^BEE3_ARATH
SPADES.k25.NODE_53063_length_523_cov_16.933735_g28666_i0	SPADES.k25.NODE_53063_length_523_cov_16.933735_g28666_i0^RVT_3
